username,full_name,twitter_url,tweet_text,tweet_time,number_of_likes,no_of_retweets,no_of_replies,mentions,no_of_mentions,hashtags,no_of_hashtags,call_to_action,image_url
kittygomechan,bailoutthepeople.com (Kitty) ,https://twitter.com/kittygomechan/status/1255215193543659521,"""I'm so pissed at the older generation right now for being too scared and selfish to pass the damn torch.
#Election2020… https",2020-04-28 12:19:00,18,3,6,,0,Election2020,1,,
umbyrella,Sara Byrella مرگ بر آمريكا ,https://twitter.com/umbyrella/status/1254976815623548928,"""#Election2020 vibe check, who are you voting for?""",2020-04-27 20:32:00,41,29,23,,0,Election2020,1,,
proviewsusa,Rodney Latstetter ,https://twitter.com/proviewsusa/status/1254229345201270790,"""Obama Says Bernie Sanders's Ideas Are 'Critical' to 'Rebuilding Our Economy' DID OBAMA JUST PANDER AGAIN? https",2020-04-25 19:02:00,309,99,101,,0,,0,,
kelly2277,Venture Capital,https://twitter.com/kelly2277/status/1254063235176808450,"""📬💌 📦Help save the @USPS!!! The @GOP and @realDonaldTrump want to trash it so we can’t vote by mail‼️#SaveUSPS #Election2020 Send letters, postcards, packages, and buy Forever stamps. 📦📩📝… https",2020-04-25 08:02:00,65,55,4,USPS | GOP | realDonaldTrump,3,SaveUSPS | Election2020,2,,
geraldkutney,@GeraldKutney,https://twitter.com/GeraldKutney/status/1254783800669700096,"""Sir, you do realize that you are president of the United States of America, not just Trumpland.

“We will not forget” on November 3rd.

#Election2020… https",2020-04-27 07:45:00,84,31,9,,0,Election2020,1,,
bryanlowry3,Bryan Lowry,https://twitter.com/BryanLowry3/status/1255160069106413568,"""Scooplet",2020-04-28 08:40:00,408,140,13,,0,,0,,
garykaltbaum,Gary Kaltbaum,https://twitter.com/GaryKaltbaum/status/1255214246067081216,"""The last reason on earth I would vote for Joe Biden is because Hillary Clinton endorses him. Does anyone in that party have any idea that us independents cannot stand that untalented phony? #Election2020""",2020-04-28 12:16:00,72,10,10,,0,Election2020,1,,
mach1broker,"Bob Wray, Realtor",https://twitter.com/Mach1Broker/status/1255250727292862465,"""Spot on! RT @Coffeebean_IE",2020-04-28 14:41:00,7,3,0,Coffeebean_IE,1,,0,,
hollyblomberg,Holly,https://twitter.com/HollyBlomberg/status/1254530537760284672,"""Although the US political system is crumbling, there are still people who are trying to make a positive difference. I just read through @dario4america's coronavirus response plan & he raises a lot of important points. #Election2020 https",2020-04-26 14:59:00,52,28,4,dario4america,1,Election2020,1,,
ap_politics,AP Politics,https://twitter.com/AP_Politics/status/1255297178513346562,"""BREAKING",2020-04-28 17:45:00,84,36,2,,0,,0,,
ethanbearman,"Ethan Bearman, Esq.",https://twitter.com/EthanBearman/status/1254779188403265537,"""Congratulations @AndrewYang ! 

He had a bigger impact on the 2020 election than any other candidate, apparently.

The UBI core issue is now in fact during the crisis, and is being considered as law.

#UBI #Election2020… https",2020-04-27 07:27:00,768,163,17,AndrewYang,1,UBI | Election2020,2,,
lulufriesdat,Lulu Friesdat,https://twitter.com/LuluFriesdat/status/1253714515935612930,"""Ppl are writing letters to the editor asking for $4 BILLION for #Election2020 funding. Have you taken 5 mins to write Congress asking that the money is spent as intended & w/ public oversight?  Please do. https",2020-04-24 08:56:00,190,179,22,,0,Election2020,1,,
ritamollerpalma,Rita Palma,https://twitter.com/ritamollerpalma/status/1253309705176395780,"""40% of US say #NoFluShot for me @realDonaldTrump. Protect those who see this shot as harmful, ineffective or you lose a massive # of votes. Give us a federal exemption or say bye-bye to #Election2020 If you don't protect us, you are of no use to us.""",2020-04-23 06:08:00,320,154,11,realDonaldTrump,1,NoFluShot | Election2020,2,,
ap_politics,AP Politics,https://twitter.com/AP_Politics/status/1255285620794064897,"""BREAKING",2020-04-28 16:59:00,310,109,20,,0,,0,,
conspiracy_bruh,“Corona” Brotha ,https://twitter.com/Conspiracy_Bruh/status/1255370441948106753,"""“C’mon Joe, you can do it... “

#BidenHasDementia #Election2020 #ShitShow 

 https",2020-04-28 22:36:00,,,0,,0,BidenHasDementi | Election2020 | ShitShow,3,,https://pbs.twimg.com/profile_images/1251651534380826624/y7A_12bx_normal.jpg | https://abs.twimg.com/emoji/v2/72x72/1f339.png
joshforny,Joshua Sauberman,https://twitter.com/JoshForNY/status/1252988293769121792,"""Debbie Wasserman Schultz has allowed corporate polluters free reign in south Florida for decades. It’s time we vote her out. Support Mother Earth with your donation to @JENFL23. #EarthDay50 #EarthDay2020 #Election2020… https",2020-04-22 08:51:00,478,185,8,JENFL23,1,EarthDay50 | EarthDay2020 | Election2020,3,,
lulufriesdat,Lulu Friesdat,https://twitter.com/LuluFriesdat/status/1252771256593776640,"""Thread",2020-04-21 18:28:00,198,160,7,,0,,0,,https://pbs.twimg.com/media/EWK0HGNWkAM8UxA.jpg
dhstokyo,Tokyo #VoteByMail,https://twitter.com/DHStokyo/status/1254422568523595777,"""Joe Biden smoked Trump in fundraising last month. Just look at that! Now, Trump has a lot more cash on hand, to the tune of $70M, but Joe’s March numbers give me a lot of hope. #Election2020… https",2020-04-26 07:50:00,768,314,33,,0,Election2020,1,,https://pbs.twimg.com/media/EWiarRXUMAEKnD5.jpg
theswprincess,Leia HIGH RISK,https://twitter.com/TheSWPrincess/status/1253677599290806277,"""Rep. Alexandria Ocasio-Cortez said on Wednesday she will vote for Vice President Joe Biden in November.

As she previously said, we have to support the Dem nominee. 

Our lives depend on it. #Election2020 #Biden2020 
⬇️… https",2020-04-24 06:30:00,360,161,7,,0,Election2020 | Biden2020,2,,https://pbs.twimg.com/media/EWX1IQdWsAEkJNr.jpg
echotoall,echotoall,https://twitter.com/echotoall/status/1254932295531757573,"""The “I don’t take responsibility” candidate #2020election 
Fire. His. Ass.  https",2020-04-27 17:35:00,,,0,,0,2020election,1,,https://pbs.twimg.com/profile_images/816281781011959808/aGIAz8Qe_normal.jpg
thisisaok,AOK,https://twitter.com/ThisisAOK/status/1255195460781948929,"""Johnny Bravo throws his hair into the #2020Election

https",2020-04-28 11:01:00,3,1,0,,0,2020Election,1,,
joshforny,Joshua Sauberman,https://twitter.com/JoshForNY/status/1252670169484148736,"""Hey New Yorkers! Your opportunity to keep #BernieOnTheBallot is in jeopardy! Join me in calling on @NYSBOE to leave @BernieSanders on the ballot. Let’s allow New York the right to be heard in #Election2020 https",2020-04-21 11:46:00,374,231,21,NYSBOE | BernieSanders,2,BernieOnTheBall | Election2020,2,,
caspianphd,caspian,https://twitter.com/caspianphd/status/1255197574505598976,"""it would probably be the greatest political story of all time if #BernieComeBack materialized (and then crushing Trump in the general). it would liven hundreds of thousands of people than just feeling like life got worse and more boring at the same time #2020election""",2020-04-28 11:09:00,1,1,0,,0,BernieComeBack | 2020election,2,,
